Region,Month of Period End,Median Sale Price,Median Sale Price MoM,Median Sale Price YoY,Homes Sold,Homes Sold MoM,Homes Sold YoY,New Listings,New Listings MoM,New Listings YoY,Inventory,Inventory MoM,Inventory YoY,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM,Average Sale To List YoY
30625,2/1/2014,"$100,000",-55.70%,-67.60%,6,20.00%,50.00%,15,50.00%,36.40%,35,2.90%,34.60%,160,1,69,85.10%,0.00%,-6.30%
30625,3/1/2014,"$157,000",57.20%,-38.60%,8,33.30%,60.00%,18,20.00%,0.00%,34,-2.90%,13.30%,198,38,-136,86.10%,1.00%,-3.00%
30625,4/1/2014,"$218,000",39.30%,-14.40%,8,0.00%,14.30%,14,-22.20%,-22.20%,33,-2.90%,0.00%,74,-124,-135,93.70%,7.60%,3.90%
30625,5/1/2014,"$253,000",15.90%,7.70%,9,12.50%,28.60%,17,21.40%,-5.60%,37,12.10%,8.80%,235,162,65,93.50%,-0.20%,3.20%
30625,6/1/2014,"$253,000",0.00%,7.70%,11,22.20%,83.30%,24,41.20%,60.00%,43,16.20%,22.90%,94,-141,-30,94.20%,0.70%,2.00%
30625,7/1/2014,"$249,000",-1.60%,-0.80%,14,27.30%,133.30%,29,20.80%,81.30%,44,2.30%,29.40%,89,-5,-24,93.40%,-0.80%,0.60%
30625,8/1/2014,"$273,000",9.40%,-50.50%,18,28.60%,260.00%,24,-17.20%,20.00%,42,-4.50%,5.00%,112,23,-29,93.40%,0.00%,-1.30%
30625,9/1/2014,"$270,000",-0.90%,-63.00%,17,-5.60%,466.70%,16,-33.30%,-11.10%,41,-2.40%,0.00%,128,16,-13,93.80%,0.40%,-0.90%
30625,10/1/2014,"$310,000",14.80%,93.80%,17,0.00%,112.50%,13,-18.80%,-27.80%,37,-9.80%,-7.50%,238,110,99,94.10%,0.30%,3.30%
30625,11/1/2014,"$272,000",-12.30%,69.90%,11,-35.30%,22.20%,14,7.70%,16.70%,37,0.00%,0.00%,238,0,109,92.30%,-1.80%,0.50%
30625,12/1/2014,"$247,000",-9.10%,54.50%,10,-9.10%,11.10%,13,-7.10%,44.40%,33,-10.80%,-2.90%,253,15,124,92.60%,0.20%,0.70%
30625,1/1/2015,"$145,000",-41.30%,-35.50%,5,-50.00%,0.00%,15,15.40%,50.00%,35,6.10%,2.90%,81,-172,-78,91.60%,-1.00%,6.40%
30625,2/1/2015,"$255,000",75.70%,155.90%,5,0.00%,-16.70%,16,6.70%,6.70%,35,0.00%,0.00%,93,12,-67,94.70%,3.20%,9.60%
30625,3/1/2015,"$258,000",1.00%,64.40%,8,60.00%,0.00%,22,37.50%,22.20%,36,2.90%,5.90%,87,-6,-111,94.90%,0.10%,8.70%
30625,4/1/2015,"$258,000",0.00%,18.00%,10,25.00%,25.00%,25,13.60%,78.60%,43,19.40%,30.30%,106,19,33,93.90%,-0.90%,0.20%
30625,5/1/2015,"$225,000",-12.60%,-11.10%,11,10.00%,22.20%,28,12.00%,64.70%,46,7.00%,24.30%,142,36,-93,93.70%,-0.20%,0.20%
30625,6/1/2015,"$225,000",0.00%,-11.10%,9,-18.20%,-18.20%,26,-7.10%,8.30%,48,4.30%,11.60%,238,96,144,92.60%,-1.10%,-1.60%
30625,7/1/2015,"$237,000",5.30%,-4.80%,11,22.20%,-21.40%,19,-26.90%,-34.50%,45,-6.30%,2.30%,197,-41,108,93.50%,0.80%,0.10%
30625,8/1/2015,"$237,000",0.00%,-13.00%,13,18.20%,-27.80%,16,-15.80%,-33.30%,45,0.00%,7.10%,184,-13,72,97.10%,3.60%,3.70%
30625,9/1/2015,"$237,000",0.00%,-12.20%,13,0.00%,-23.50%,15,-6.30%,-6.30%,42,-6.70%,2.40%,164,-20,36,98.00%,0.90%,4.20%
30625,10/1/2015,"$223,000",-6.10%,-28.20%,11,-15.40%,-35.30%,20,33.30%,53.80%,48,14.30%,29.70%,164,0,-74,97.70%,-0.30%,3.50%
30625,11/1/2015,"$223,000",0.00%,-18.10%,7,-36.40%,-36.40%,15,-25.00%,7.10%,44,-8.30%,18.90%,201,37,-37,94.80%,-2.80%,2.50%
30625,12/1/2015,"$335,000",50.50%,35.50%,6,-14.30%,-40.00%,12,-20.00%,-7.70%,42,-4.50%,27.30%,256,55,3,92.50%,-2.40%,-0.10%
30625,1/1/2016,"$300,000",-10.50%,106.60%,5,-16.70%,0.00%,7,-41.70%,-53.30%,34,-19.00%,-2.90%,185,-71,104,93.80%,1.30%,2.20%
30625,2/1/2016,"$300,000",0.00%,17.50%,7,40.00%,40.00%,8,14.30%,-50.00%,34,0.00%,-2.90%,242,57,149,94.50%,0.80%,-0.20%
30625,3/1/2016,"$207,000",-31.10%,-19.80%,8,14.30%,0.00%,20,150.00%,-9.10%,42,23.50%,16.70%,224,-18,137,94.20%,-0.30%,-0.60%
30625,4/1/2016,"$291,000",40.90%,13.00%,12,50.00%,20.00%,24,20.00%,-4.00%,40,-4.80%,-7.00%,270,46,164,95.20%,0.90%,1.20%
30625,5/1/2016,"$345,000",18.60%,53.30%,12,0.00%,9.10%,27,12.50%,-3.60%,41,2.50%,-10.90%,262,-9,120,94.80%,-0.40%,1.00%
30625,6/1/2016,"$357,000",3.30%,58.40%,14,16.70%,55.60%,17,-37.00%,-34.60%,41,0.00%,-14.60%,219,-43,-20,94.90%,0.10%,2.20%
30625,7/1/2016,"$310,000",-13.20%,30.60%,10,-28.60%,-9.10%,11,-35.30%,-42.10%,39,-4.90%,-13.30%,149,-70,-48,94.70%,-0.20%,1.20%
30625,8/1/2016,"$310,000",0.20%,30.80%,9,-10.00%,-30.80%,11,0.00%,-31.30%,40,2.60%,-11.10%,115,-34,-69,95.10%,0.40%,-2.00%
30625,9/1/2016,"$360,000",16.10%,51.90%,8,-11.10%,-38.50%,8,-27.30%,-46.70%,34,-15.00%,-19.00%,127,12,-38,95.60%,0.50%,-2.40%
30625,10/1/2016,"$410,000",13.90%,84.30%,9,12.50%,-18.20%,12,50.00%,-40.00%,32,-5.90%,-33.30%,136,10,-28,95.40%,-0.30%,-2.30%
30625,11/1/2016,"$360,000",-12.20%,61.80%,13,44.40%,85.70%,11,-8.30%,-26.70%,29,-9.40%,-34.10%,188,52,-13,94.60%,-0.80%,-0.30%
30625,12/1/2016,"$355,000",-1.40%,6.00%,10,-23.10%,66.70%,16,45.50%,33.30%,33,13.80%,-21.40%,218,30,-38,93.70%,-0.80%,1.20%
30625,1/1/2017,"$340,000",-4.20%,13.40%,12,20.00%,140.00%,18,12.50%,157.10%,33,0.00%,-2.90%,234,16,49,94.30%,0.60%,0.60%
30625,2/1/2017,"$325,000",-4.40%,8.40%,8,-33.30%,14.30%,19,5.60%,137.50%,36,9.10%,5.90%,234,0,-8,95.40%,1.10%,0.90%
30625,3/1/2017,"$285,000",-12.30%,38.00%,10,25.00%,25.00%,19,0.00%,-5.00%,32,-11.10%,-23.80%,191,-43,-33,95.10%,-0.30%,0.90%
30625,4/1/2017,"$270,000",-5.30%,-7.20%,9,-10.00%,-25.00%,16,-15.80%,-33.30%,34,6.30%,-15.00%,101,-90,-169,94.90%,-0.20%,-0.30%
30625,5/1/2017,"$250,000",-7.40%,-27.50%,12,33.30%,0.00%,15,-6.30%,-44.40%,32,-5.90%,-22.00%,101,0,-161,93.60%,-1.30%,-1.20%
30625,6/1/2017,"$357,000",42.60%,0.00%,17,41.70%,21.40%,16,6.70%,-5.90%,33,3.10%,-19.50%,205,104,-14,94.90%,1.40%,0.10%
30625,7/1/2017,"$351,000",-1.70%,13.30%,16,-5.90%,60.00%,16,0.00%,45.50%,34,3.00%,-12.80%,151,-55,2,95.00%,0.00%,0.30%
30625,8/1/2017,"$351,000",0.10%,13.20%,16,0.00%,77.80%,15,-6.30%,36.40%,30,-11.80%,-25.00%,201,50,86,95.60%,0.60%,0.50%
30625,9/1/2017,"$328,000",-6.60%,-9.00%,10,-37.50%,25.00%,10,-33.30%,25.00%,26,-13.30%,-23.50%,121,-80,-6,96.10%,0.50%,0.50%
30625,10/1/2017,"$345,000",5.30%,-15.90%,11,10.00%,22.20%,9,-10.00%,-25.00%,23,-11.50%,-28.10%,197,76,61,96.10%,0.00%,0.70%
30625,11/1/2017,"$367,000",6.30%,1.90%,8,-27.30%,-38.50%,10,11.10%,-9.10%,23,0.00%,-20.70%,107,-91,-82,96.70%,0.60%,2.10%
30625,12/1/2017,"$352,000",-4.00%,-0.80%,13,62.50%,30.00%,10,0.00%,-37.50%,19,-17.40%,-42.40%,172,66,-46,95.40%,-1.20%,1.70%
30625,1/1/2018,"$345,000",-2.00%,1.40%,12,-7.70%,0.00%,8,-20.00%,-55.60%,16,-15.80%,-51.50%,110,-62,-124,94.50%,-0.90%,0.20%
30625,2/1/2018,"$352,000",2.10%,8.30%,15,25.00%,87.50%,9,12.50%,-52.60%,16,0.00%,-55.60%,113,3,-121,94.00%,-0.50%,-1.40%
30625,3/1/2018,"$315,000",-10.50%,10.50%,9,-40.00%,-10.00%,16,77.80%,-15.80%,25,56.30%,-21.90%,110,-3,-81,93.00%,-0.90%,-2.10%
30625,4/1/2018,"$315,000",0.00%,16.70%,13,44.40%,44.40%,19,18.80%,18.80%,21,-16.00%,-38.20%,110,0,9,94.20%,1.20%,-0.70%
30625,5/1/2018,"$347,000",10.20%,38.80%,13,0.00%,8.30%,17,-10.50%,13.30%,19,-9.50%,-40.60%,155,45,54,94.50%,0.30%,1.00%
30625,6/1/2018,"$358,000",3.00%,0.30%,16,23.10%,-5.90%,12,-29.40%,-25.00%,18,-5.30%,-45.50%,97,-58,-108,97.70%,3.20%,2.70%
30625,7/1/2018,"$358,000",0.00%,2.00%,12,-25.00%,-25.00%,14,16.70%,-12.50%,20,11.10%,-41.20%,74,-23,-77,99.50%,1.80%,4.50%
30625,8/1/2018,"$320,000",-10.50%,-8.80%,11,-8.30%,-31.30%,16,14.30%,6.70%,21,5.00%,-30.00%,109,35,-92,100.10%,0.60%,4.60%
30625,9/1/2018,"$320,000",0.00%,-2.30%,11,0.00%,10.00%,17,6.30%,70.00%,22,4.80%,-15.40%,74,-35,-47,96.80%,-3.30%,0.70%
30625,10/1/2018,"$320,000",0.00%,-7.20%,10,-9.10%,-9.10%,16,-5.90%,77.80%,21,-4.50%,-8.70%,110,36,-87,95.70%,-1.00%,-0.30%
30625,11/1/2018,"$418,000",30.60%,14.00%,8,-20.00%,0.00%,13,-18.80%,30.00%,21,0.00%,-8.70%,59,-52,-48,97.80%,2.10%,1.10%
30625,12/1/2018,"$445,000",6.50%,26.40%,5,-37.50%,-61.50%,9,-30.80%,-10.00%,20,-4.80%,5.30%,64,6,-108,96.70%,-1.10%,1.20%
30625,1/1/2019,"$290,000",-34.80%,-15.90%,8,60.00%,-33.30%,8,-11.10%,0.00%,16,-20.00%,0.00%,64,-1,-47,96.20%,-0.50%,1.70%
30625,2/1/2019,"$285,000",-1.70%,-19.00%,7,-12.50%,-53.30%,11,37.50%,22.20%,19,18.80%,18.80%,152,89,39,94.20%,-1.90%,0.20%
30625,3/1/2019,"$285,000",0.00%,-9.50%,11,57.10%,22.20%,18,63.60%,12.50%,22,15.80%,-12.00%,152,0,42,94.70%,0.50%,1.70%
30625,4/1/2019,"$338,000",18.40%,7.10%,10,-9.10%,-23.10%,20,11.10%,5.30%,25,13.60%,19.00%,121,-31,11,95.20%,0.50%,0.90%
30625,5/1/2019,"$383,000",13.30%,10.20%,13,30.00%,0.00%,21,5.00%,23.50%,27,8.00%,42.10%,92,-29,-63,96.20%,1.10%,1.70%
30625,6/1/2019,"$383,000",0.00%,7.00%,13,0.00%,-18.80%,21,0.00%,75.00%,30,11.10%,66.70%,86,-6,-11,95.70%,-0.60%,-2.00%
30625,7/1/2019,"$391,000",2.30%,9.40%,12,-7.70%,0.00%,19,-9.50%,35.70%,30,0.00%,50.00%,89,3,15,95.10%,-0.60%,-4.50%
30625,8/1/2019,"$400,000",2.20%,25.00%,11,-8.30%,0.00%,18,-5.30%,12.50%,32,6.70%,52.40%,106,17,-3,93.90%,-1.20%,-6.30%
30625,9/1/2019,"$350,000",-12.60%,9.20%,8,-27.30%,-27.30%,15,-16.70%,-11.80%,34,6.30%,54.50%,72,-34,-2,95.70%,1.90%,-1.10%
30625,10/1/2019,"$448,000",28.20%,40.00%,8,0.00%,-20.00%,13,-13.30%,-18.80%,30,-11.80%,42.90%,62,-10,-48,97.10%,1.40%,1.30%
30625,11/1/2019,"$306,000",-31.80%,-26.90%,10,25.00%,25.00%,10,-23.10%,-23.10%,25,-16.70%,19.00%,54,-8,-5,98.00%,0.90%,0.20%
30625,12/1/2019,"$290,000",-5.30%,-34.90%,10,0.00%,100.00%,5,-50.00%,-44.40%,18,-28.00%,-10.00%,109,55,45,97.80%,-0.20%,1.10%
30625,1/1/2020,"$255,000",-11.90%,-12.10%,7,-30.00%,-12.50%,5,0.00%,-37.50%,14,-22.20%,-12.50%,119,11,56,97.60%,-0.20%,1.40%
30625,2/1/2020,"$462,000",81.30%,62.20%,4,-42.90%,-42.90%,9,80.00%,-18.20%,19,35.70%,0.00%,95,-25,-58,98.40%,0.90%,4.20%
30625,3/1/2020,"$430,000",-7.10%,50.70%,7,75.00%,-36.40%,18,100.00%,0.00%,23,21.10%,4.50%,91,-4,-61,98.90%,0.40%,4.20%
30625,4/1/2020,"$430,000",0.00%,27.30%,12,71.40%,20.00%,23,27.80%,15.00%,24,4.30%,-4.00%,72,-19,-49,98.50%,-0.30%,3.30%
30625,5/1/2020,"$430,000",0.00%,12.30%,11,-8.30%,-15.40%,21,-8.70%,0.00%,27,12.50%,0.00%,52,-20,-40,98.80%,0.30%,2.50%
30625,6/1/2020,"$378,000",-12.10%,-1.30%,14,27.30%,7.70%,15,-28.60%,-28.60%,21,-22.20%,-30.00%,63,11,-24,96.30%,-2.50%,0.60%
30625,7/1/2020,"$367,000",-2.90%,-6.30%,15,7.10%,25.00%,16,6.70%,-15.80%,23,9.50%,-23.30%,85,23,-4,95.40%,-0.90%,0.30%
30625,8/1/2020,"$390,000",6.40%,-2.50%,27,80.00%,145.50%,21,31.30%,16.70%,18,-21.70%,-43.80%,85,0,-21,96.80%,1.50%,3.00%
30625,9/1/2020,"$411,000",5.40%,17.60%,27,0.00%,237.50%,20,-4.80%,33.30%,13,-27.80%,-61.80%,85,0,13,97.30%,0.50%,1.60%
30625,10/1/2020,"$424,000",3.30%,-5.30%,28,3.70%,250.00%,16,-20.00%,23.10%,10,-23.10%,-66.70%,74,-11,12,100.50%,3.10%,3.40%
30625,11/1/2020,"$389,000",-8.30%,27.30%,21,-25.00%,110.00%,7,-56.30%,-30.00%,4,-60.00%,-84.00%,69,-5,15,101.40%,0.90%,3.40%
30625,12/1/2020,"$389,000",0.00%,34.50%,17,-19.00%,70.00%,8,14.30%,60.00%,4,0.00%,-77.80%,48,-21,-61,102.20%,0.90%,4.40%
30625,1/1/2021,"$394,000",1.20%,54.60%,10,-41.20%,42.90%,9,12.50%,80.00%,6,50.00%,-57.10%,47,-1,-72,97.90%,-4.30%,0.40%
30625,2/1/2021,"$413,000",4.70%,-10.80%,6,-40.00%,50.00%,11,22.20%,22.20%,5,-16.70%,-73.70%,87,40,-8,95.20%,-2.70%,-3.20%
30625,3/1/2021,"$526,000",27.60%,22.50%,8,33.30%,14.30%,15,36.40%,-16.70%,7,40.00%,-69.60%,19,-69,-73,98.80%,3.50%,-0.10%
30625,4/1/2021,"$526,000",0.00%,22.50%,10,25.00%,-16.70%,18,20.00%,-21.70%,12,71.40%,-50.00%,24,5,-49,98.60%,-0.20%,0.10%
30625,5/1/2021,"$450,000",-14.50%,4.80%,12,20.00%,9.10%,19,5.60%,-9.50%,11,-8.30%,-59.30%,16,-8,-36,99.00%,0.40%,0.30%
30625,6/1/2021,"$320,000",-28.90%,-15.20%,11,-8.30%,-21.40%,15,-21.10%,0.00%,11,0.00%,-47.60%,15,-1,-48,99.30%,0.20%,3.00%
30625,7/1/2021,"$400,000",24.80%,9.00%,12,9.10%,-20.00%,19,26.70%,18.80%,20,81.80%,-13.00%,12,-3,-73,98.80%,-0.50%,3.40%
30625,8/1/2021,"$400,000",0.10%,2.60%,11,-8.30%,-59.30%,19,0.00%,-9.50%,15,-25.00%,-16.70%,9,-3,-76,99.30%,0.60%,2.50%
30625,9/1/2021,"$517,000",29.30%,25.80%,15,36.40%,-44.40%,20,5.30%,0.00%,12,-20.00%,-7.70%,25,16,-60,97.90%,-1.40%,0.60%
30625,10/1/2021,"$413,000",-20.20%,-2.80%,16,6.70%,-42.90%,14,-30.00%,-12.50%,11,-8.30%,10.00%,42,17,-32,97.90%,-0.10%,-2.60%
30625,11/1/2021,"$414,000",0.40%,6.30%,18,12.50%,-14.30%,14,0.00%,100.00%,11,0.00%,175.00%,68,26,-1,98.40%,0.50%,-2.90%
30625,12/1/2021,"$365,000",-11.80%,-6.20%,11,-38.90%,-35.30%,12,-14.30%,50.00%,10,-9.10%,150.00%,51,-17,3,98.10%,-0.30%,-4.10%
30625,1/1/2022,"$431,000",18.20%,9.50%,8,-27.30%,-20.00%,8,-33.30%,-11.10%,10,0.00%,66.70%,65,14,18,99.50%,1.40%,1.60%
30625,2/1/2022,"$433,000",0.40%,5.00%,4,-50.00%,-33.30%,5,-37.50%,-54.50%,9,-10.00%,80.00%,70,5,-17,97.90%,-1.70%,2.70%
30625,3/1/2022,"$349,000",-19.40%,-33.70%,5,25.00%,-37.50%,11,120.00%,-26.70%,12,33.30%,71.40%,12,-58,-7,101.70%,3.80%,2.90%
30625,4/1/2022,"$358,000",2.50%,-32.10%,12,140.00%,20.00%,16,45.50%,-11.10%,9,-25.00%,-25.00%,11,-2,-13,100.40%,-1.30%,1.80%
30625,5/1/2022,"$393,000",9.80%,-12.80%,18,50.00%,50.00%,22,37.50%,15.80%,13,44.40%,18.20%,16,6,0,99.80%,-0.50%,0.80%
30625,6/1/2022,"$423,000",7.60%,32.00%,18,0.00%,63.60%,20,-9.10%,33.30%,14,7.70%,27.30%,23,7,8,98.80%,-1.10%,-0.50%
30625,7/1/2022,"$423,000",0.00%,5.80%,14,-22.20%,16.70%,18,-10.00%,-5.30%,16,14.30%,-20.00%,27,4,15,98.10%,-0.60%,-0.60%
30625,8/1/2022,"$800,000",89.30%,100.00%,9,-35.70%,-18.20%,18,0.00%,-5.30%,17,6.30%,13.30%,33,6,24,97.50%,-0.60%,-1.80%
30625,9/1/2022,"$760,000",-5.00%,47.00%,11,22.20%,-26.70%,20,11.10%,0.00%,20,17.60%,66.70%,42,9,17,97.00%,-0.50%,-0.90%
